HPILSQ[HPILS1],HPILSQ[HPILS2],HPILSQ[HPILS3],HPILSQ[HPILS4],HPILSQ[HPILS5],HPILSQ[HPILS6],HPILSQ[HPILS7],HPILSQ[HPILS8],HPILSQ[HPILS9],HPILSQ[HPILS10],HPILSQ[HPILS11],HPILSQ[HPILS12],HPILSQ[HPILS13],HPILSQ[HPILS14],HPILSQ[HPILS15],HPILSQ[HPILS16],HPILSQ[HPILS17],HPILSA,HPILSB,HPILSC,HPILSD,HPILSMAX,HPILSDOM,HPILSRESULT,CommuteTime[In],CommuteTime[Out],OffCampusResps,HomeCity,HomeCity[comment],BB01,BB03,BB02,BB04,BB08,BB05,BB06,BB07,BB11,BB09,BB10,BB14,BB12,BB13,BB16,BB15,BB18,BB17,BBL,BBR,BBA,BBB,BBLR,BBQuadrant,BBAB,BBLabel,BBResults,BBDebug,DontCall,DontCallJusticiation,FS02,FS01,FS07,FS03,FS04,FS05,FS06,FS10,FS08,FS09,FS12,FS11,FS13,FS14,FS16,FS15,FS19,FS17,FS18,FS25,FS20,FS21,FS22,FS23,FS24,FS29,FS26,FS27,FS28,FS36,FS30,FS31,FS32,FS33,FS34,FS35,FS42,FS37,FS38,FS39,FS40,FS41,FS43,FS44,FSActive,FSReflective,FSSensory,FSIntuitive,FSVisual,FSVerbal,FSSequential,FSGlobal,FSActRefCalc,FSSensIntCalc,FSVisVerbCalc,FSSeqGlobCalc,FSIsActive,FSIsReflective,FSActRefStrength,FSActRefLabel,FSIsSensing,FSIsIntuitive,FSSensIntStrength,FSSensIntLabel,FSIsVisual,FSIsVerbal,FSVisVerbStrength,FSVisVerbLabel,FSIsSequential,FSIsGlobal,FSSeqGlobStrength,FSSeqGlobLabel,FSDisplayResults,DUCKAll[DUCK01],DUCKAll[DUCK02],DUCKAll[DUCK03],DUCKAll[DUCK04],DUCKAll[DUCK05],DUCKAll[DUCK06],DUCKAll[DUCK07],DUCKAll[DUCK08],DUCKAll[DUCK09],DUCKAll[DUCK10],DUCKAll[DUCK11],DUCKAll[DUCK12],DUCKRESULT,DUCKCALC,PortableTech[NONE],PortableTech[ANDROID],PortableTech[APHABLET],PortableTech[ATABLET],PortableTech[IPHONE],PortableTech[iPAD],PortableTech[SURFACE],PortableTech[CHROMEBOOK],PortableTech[WINDOWS],PortableTech[LINUX],PortableTech[MACBOOK],PortableTech[other],CommonLanguages[Arabic],CommonLanguages[Chinese],CommonLanguages[Farsi],CommonLanguages[French],CommonLanguages[German],CommonLanguages[Hindi],CommonLanguages[Japanese],CommonLanguages[Korean],CommonLanguages[Malay],CommonLanguages[Russian],CommonLanguages[Slav],CommonLanguages[Spanish],CommonLanguages[Tamil],CommonLanguages[Urdu],CommonLanguages[CustomOther],Farsi[Argue],Farsi[Chat],Farsi[Write],Farsi[Notes],Farsi[Joke],Farsi[Read],English[Argue],English[Chat],English[Write],English[Notes],English[Joke],English[Read],ArabicProficiency[Argue],ArabicProficiency[Chat],ArabicProficiency[Write],ArabicProficiency[Notes],ArabicProficiency[Joke],ArabicProficiency[Read],ChineseDialects[Dialect1],ChineseDialects[Dialect2],ChineseDialects[Dialect3],Chinese[Guan],Chinese[Wu],Chinese[Yue],Chinese[Min],Chinese[Xiang],Chinese[Hakka],Chinese[Gan],Chinese[Jin],Chinese[Other1],French[Argue],French[Chat],French[Write],French[Notes],French[Joke],French[Read],Hindi[Argue],Hindi[Chat],Hindi[Write],Hindi[Notes],Hindi[Joke],Hindi[Read],Malay[Argue],Malay[Chat],Malay[Write],Malay[Notes],Malay[Joke],Malay[Read],Japanese[Argue],Japanese[Chat],Japanese[Write],Japanese[Notes],Japanese[Joke],Japanese[Read],Korean[Argue],Korean[Chat],Korean[Write],Korean[Notes],Korean[Joke],Korean[Read],German[Argue],German[Chat],German[Write],German[Notes],German[Joke],German[Read],OtherLanguages[Other1],OtherLanguages[Other2],OtherLanguages[Other3],OtherLanguages[Other4],Slav[Argue],Slav[Chat],Slav[Write],Slav[Notes],Slav[Joke],Slav[Read],Russian[Argue],Russian[Chat],Russian[Write],Russian[Notes],Russian[Joke],Russian[Read],Tamil[Argue],Tamil[Chat],Tamil[Write],Tamil[Notes],Tamil[Joke],Tamil[Read],Spanish[Argue],Spanish[Chat],Spanish[Write],Spanish[Notes],Spanish[Joke],Spanish[Read],Urdu[Argue],Urdu[Chat],Urdu[Write],Urdu[Notes],Urdu[Joke],Urdu[Read],Guan[Argue],Guan[Chat],Guan[Write],Guan[Notes],Guan[Joke],Guan[Read],Wu[Argue],Wu[Chat],Wu[Write],Wu[Notes],Wu[Joke],Wu[Read],Yue[Argue],Yue[Chat],Yue[Write],Yue[Notes],Yue[Joke],Yue[Read],Min[Argue],Min[Chat],Min[Write],Min[Notes],Min[Joke],Min[Read],Xiang[Argue],Xiang[Chat],Xiang[Write],Xiang[Notes],Xiang[Joke],Xiang[Read],ChineseDialect3[Argue],ChineseDialect3[Chat],ChineseDialect3[Write],ChineseDialect3[Notes],ChineseDialect3[Joke],ChineseDialect3[Read],Hakka[Argue],Hakka[Chat],Hakka[Write],Hakka[Notes],Hakka[Joke],Hakka[Read],Gan[Argue],Gan[Chat],Gan[Write],Gan[Notes],Gan[Joke],Gan[Read],Jin[Argue],Jin[Chat],Jin[Write],Jin[Notes],Jin[Joke],Jin[Read],ChineseDialect1[Argue],ChineseDialect1[Chat],ChineseDialect1[Write],ChineseDialect1[Notes],ChineseDialect1[Joke],ChineseDialect1[Read],ChineseDialect2[Argue],ChineseDialect2[Chat],ChineseDialect2[Write],ChineseDialect2[Notes],ChineseDialect2[Joke],ChineseDialect2[Read],OtherLang2[Argue],OtherLang2[Chat],OtherLang2[Write],OtherLang2[Notes],OtherLang2[Joke],OtherLang2[Read],OtherLang3[Argue],OtherLang3[Chat],OtherLang3[Write],OtherLang3[Notes],OtherLang3[Joke],OtherLang3[Read],OtherLang4[Argue],OtherLang4[Chat],OtherLang4[Write],OtherLang4[Notes],OtherLang4[Joke],OtherLang4[Read],OtherLang1[Argue],OtherLang1[Chat],OtherLang1[Write],OtherLang1[Notes],OtherLang1[Joke],OtherLang1[Read],EngrMotivation,GeneralMotivations[MOST],GeneralMotivations[SECOND],GeneralMotivations[THIRD],CEABAttributes,RankBySelf[1],RankBySelf[2],RankBySelf[3],RankBySelf[4],RankBySelf[5],RankBySelf[6],RankBySelf[7],RankBySelf[8],RankBySelf[9],RankBySelf[10],RankBySelf[11],RankBySelf[12],RankByIndustry[1],RankByIndustry[2],RankByIndustry[3],RankByIndustry[4],RankByIndustry[5],RankByIndustry[6],RankByIndustry[7],RankByIndustry[8],RankByIndustry[9],RankByIndustry[10],RankByIndustry[11],RankByIndustry[12],RankByLearning[1],RankByLearning[2],RankByLearning[3],RankByLearning[4],RankByLearning[5],RankByLearning[6],RankByLearning[7],RankByLearning[8],RankByLearning[9],RankByLearning[10],RankByLearning[11],RankByLearning[12],AccessProfile,AccessBBA
S,S,R,R,U,U,S,U,S,S,U,S,S,U,R,R,S,1,6,4,6,6,Assimilator,,20,20,Y,T,,A,B,B,B,B,A,B,A,A,A,A,B,A,A,A,B,B,A,7,2,3,6,L,LB,B,Amiable,,,Y,I get nerves when called in class and cannot concentrate for a period of time because of that.,B,B,A,A,B,B,A,A,B,A,B,A,B,B,B,A,A,B,A,B,A,B,B,A,A,B,B,A,B,A,B,A,B,B,A,B,A,A,A,A,A,B,B,A,3,8,6,5,9,2,5,6,-5,1,7,-1,,1,moderately,moderately Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,VM,NM,S,M,M,M,NM,NM,VM,S,M,VM,,3.8,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Manag,Comfy,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Frust,Manag,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I love planes and want to purse a career in Aerospace one day. Also engineering is about applying Math and Physics, which I both like,in the real world, and also the program is hard enough to challenge myself.",Accomplishing my dream of working with planes.,Making money to repay my parents and to support myself.,Being a proud Engsci student and feeling others' admiration.,,GA12,GA02,GA03,GA01,GA04,GA08,GA09,GA10,GA07,GA05,GA06,GA11,GA11,GA07,GA02,GA03,GA04,GA01,GA06,GA12,GA05,GA08,GA09,GA10,GA02,GA01,GA03,GA04,GA05,GA07,GA12,GA11,GA06,GA08,GA09,GA10,Y,Y
S,R,S,U,R,S,S,U,S,U,U,S,U,S,S,S,U,1,4,5,7,7,Diverger,,30,30,N,T,,A,B,B,B,B,A,B,B,B,A,B,A,B,B,A,B,B,B,3,6,2,7,R,RB,B,Expressive,,,N,,B,A,A,B,B,B,B,B,B,A,A,A,A,B,B,B,A,B,A,B,A,B,A,A,A,A,B,A,B,B,A,B,A,A,B,A,B,A,B,B,B,B,A,B,6,5,3,8,7,4,4,7,1,-5,3,-3,,1,slightly,slightly Reflective,,1,moderately,moderately Intuitive,,1,slightly,slightly Verbal,,1,slightly,slightly Global,,VM,NM,S,M,S,VM,NAA,S,VM,M,M,VM,,4,,,,,Y,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,Manag,Comfy,Frust,Frust,Comfy,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I originate from a culture that places heavy emphasis on education and learning. It was never out of the question that I would be attending university. I chose engineering mostly because of my fascination with Physics and my love for Mathematics, not to mention a little cultural pressure here and there",Changing the world ,Being a distinct individual in society ,Personal satisfaction and fulfillment ,,GA01,GA02,GA03,GA04,GA06,GA07,GA05,GA10,GA09,GA11,GA12,GA08,GA02,GA03,GA04,GA06,GA07,GA05,GA08,GA10,GA01,GA09,GA11,GA12,GA01,GA02,GA03,GA04,GA05,GA10,GA11,GA09,GA07,GA06,GA08,GA12,Y,Y
S,S,S,S,U,R,S,U,R,U,U,U,S,U,S,U,U,0,5,9,3,9,Converger,,10,10,N,T,,B,B,B,B,B,A,B,B,B,A,B,A,B,A,A,B,B,B,3,6,2,7,R,RB,B,Expressive,,,N,,B,A,A,A,B,A,A,B,B,A,A,A,A,B,A,A,A,B,A,A,B,A,B,A,A,A,A,A,B,B,B,A,B,A,A,B,B,A,A,A,B,B,A,A,9,2,5,6,10,1,4,7,7,-1,9,-3,,1,moderately,moderately Reflective,,1,slightly,slightly Intuitive,,1,very strongly,very strongly Verbal,,1,slightly,slightly Global,,VM,S,NM,VM,NM,VM,NM,NM,M,VM,NM,VM,,4.3,,Y,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Frust,Frust,Comfy,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I chose engineering over other because to me engineering means innovation, and innovation is the future, and I would really like to be part of the people that leads humanity into the future. I also chose engineering because it opens countless doors filled with opportunities. From designing rockets to investment banking, engineers are in almost every sector if the world.",To live a life of such value that it changes the path of humanity in a positive way,To be someone people look up to and gain motivation from themselves,To remembered in history as a person who contributed immensely to the human civilization,,GA01,GA02,GA04,GA05,GA03,GA11,GA09,GA06,GA12,GA10,GA07,GA08,GA01,GA02,GA04,GA05,GA07,GA03,GA11,GA06,GA09,GA10,GA12,GA08,GA01,GA02,GA04,GA05,GA03,GA11,GA09,GA06,GA12,GA07,GA08,GA10,Y,Y
S,S,S,S,U,U,S,U,S,U,U,U,S,S,R,S,U,1,7,6,3,7,Assimilator,,15,15,N,T,,B,B,B,B,B,A,B,A,B,A,A,B,A,A,A,A,A,A,6,3,4,5,L,LB,B,Amiable,,,N,,B,A,A,A,B,B,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,B,B,A,B,B,A,A,A,A,A,A,B,B,A,B,7,4,6,5,11,0,3,8,3,1,11,-5,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,very strongly,very strongly Verbal,,1,moderately,moderately Global,,VM,NAA,NM,NM,NAA,VM,S,NM,VM,VM,S,M,,4.2,,,,,Y,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,Y,,,,,,,,,Manag,Comfy,Frust,Frust,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Frust,Frust,Frust,Frust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I chose engineering because I believe that the future needs intelligent yet innovative minds to help improve the lifestyle of humans and solve the problems as our world becomes larger and more crowded. Engineering programs will provide me with the theoretical knowledge and practical skills to be able to learn the techniques and concepts for the future. Undergraduate is the path I chose because I believe it challenges my learning style and will push me to adapt to a more effective way of learning. In addition, possessing an undergraduate degree will be a way where I can prove to others that I have the skillset to do bigger things. It will also serve as a way to meet other like-minded people to network and make friends.",Making positive impact on the life of others,Achieving success  in my passion for engineering,Providing for my family and friends financially,,GA01,GA09,GA10,GA05,GA07,GA11,GA08,GA06,GA02,GA04,GA12,GA03,GA11,GA08,GA07,GA02,GA06,GA01,GA05,GA03,GA04,GA12,GA10,GA09,GA01,GA12,GA11,GA06,GA04,GA03,GA05,GA08,GA02,GA09,GA07,GA10,Y,Y
U,U,R,U,S,U,S,S,S,S,S,R,U,S,S,S,S,5,6,4,2,6,Assimilator,,20,20,N,T,,A,B,B,A,B,A,B,A,A,A,B,A,B,A,A,B,B,B,6,3,3,6,L,LB,B,Amiable,,,Y,"I am more than happy to express my opinions in a small group, or with people I trust, and often find myself sharing an opinion with the person beside me; however, I try to be eloquent and concise in my expression and often in a big group I feel that my point is lost. 
I often provide an ""out"" at the end of my argument, like a crutch protecting myself. 
*If called upon directly, provided I am following and not super lost/out of my element, I can present to a group. My presentation skills are actually rather good, I just prefer to self-determine when my feedback is necessary. ",A,B,A,A,A,A,A,B,B,A,A,A,A,A,B,B,A,A,B,B,B,A,A,A,B,B,B,A,B,B,A,A,B,A,A,B,A,B,B,B,B,A,A,A,7,4,7,4,8,3,3,8,3,3,5,-5,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,moderately,moderately Global,,M,S,M,S,M,M,S,NM,S,M,S,M,,3.3,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I moved past other math and science programs (actuarial science, math, Bsci in physics) fro employment stability and an increased technical background, though I have never really ""been an engineer"" ie. I've never coded, or invented etc. I picked EngSci for the math/stats/finance option, although I am considering physics and entering the academic field. I've always been very academic and this seemed like a good foundation for anything I decided to pursue in the future, even if I don't work as a typical engineer. ",Wanting to achieve/live up to expectations,making a difference/leaving a mark,being successful to maintain a good lifestyle,,GA02,GA01,GA06,GA09,GA04,GA08,GA07,GA10,GA03,GA05,GA11,GA12,GA02,GA07,GA11,GA08,GA10,GA03,GA04,GA01,GA06,GA12,GA09,GA05,GA01,GA02,GA12,GA06,GA07,GA05,GA09,GA04,GA03,GA11,GA10,GA08,Y,Y
S,S,R,U,U,S,S,S,R,U,U,U,U,S,S,S,S,3,5,5,4,5,Assimilator,,105,105,Y,NA,Hamilton (Stoney Creek),A,B,B,B,B,A,B,B,B,A,B,A,B,B,A,B,B,A,4,5,2,7,R,RB,B,Expressive,,,N,,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,6,5,6,5,10,1,8,3,1,1,9,5,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,very strongly,very strongly Verbal,,1,moderately,moderately Global,,M,S,S,VM,NM,M,S,S,VM,M,M,VM,,3.8,,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Manag,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I chose an undergraduate degree in Engineering because the program closely resonates with my goals and values. For instance, I enjoy helping people (on large scales) and engineering is what allows for innovative change to take place; thus, creating better lives for an immense number of people. There are a wide variety of problems present across the world; such as, extreme weather conditions due to climate change, scarce resources, and record-low scientific literacy levels, etc. Thus, engineers must come up with creative solutions that create better lives for everyone. Moving on, I chose Engineering because I want to be a part of the teams of people who are coming up with resolutions that have never been previously pondered by any known person. I want to harness my creative energy and introduce ideas that will alleviate the pressure from the almost-impossible to solve problems humanity faces everyday.",Coming up with ideas no one has ever thought about before,Pushing the limits of space exploration,Becoming an astronaut ,,GA12,GA02,GA10,GA03,GA04,GA05,GA09,GA06,GA01,GA07,GA08,GA11,GA01,GA02,GA08,GA03,GA10,GA12,GA04,GA07,GA06,GA05,GA09,GA11,GA12,GA02,GA03,GA04,GA09,GA10,GA01,GA05,GA06,GA08,GA07,GA11,Y,N
S,S,U,U,U,S,U,S,S,S,U,U,R,S,U,U,U,4,6,5,2,6,Assimilator,,20,20,N,T,,B,B,B,B,B,B,B,B,B,A,B,A,A,A,A,B,B,B,2,7,3,6,R,RB,B,Expressive,,,N,,B,A,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,B,A,A,B,A,A,7,4,5,6,7,4,5,6,3,-1,3,-1,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,slightly,slightly Verbal,,1,slightly,slightly Global,,S,M,S,VM,S,VM,S,NM,M,S,M,VM,,3.5,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,"I want to invest in the technical skills, knowledge, and network that will allow me to build impactful applications for the world. I believe engineering is the way to do so, as the product or invention you build can reach the lives of a tremendous number of people. ",Building something that makes the world a more exciting and better place ,Make money and use it as an instrument for change and more impact ,Helping other people optimize their growth and become the best versions of themselves,,GA12,GA01,GA02,GA03,GA04,GA05,GA07,GA09,GA11,GA06,GA10,GA08,GA01,GA02,GA03,GA04,GA05,GA07,GA09,GA06,GA12,GA08,GA11,GA10,GA02,GA03,GA04,GA05,GA01,GA07,GA09,GA11,GA06,GA08,GA10,GA12,Y,Y
U,S,S,R,S,S,S,S,U,S,U,U,U,S,S,R,S,2,3,7,5,7,Converger,,60,90,N,Mi,,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,7,2,9,0,L,LA,A,Analytical,,,N,,B,A,A,A,B,B,B,B,B,B,A,B,B,A,B,B,A,A,A,B,A,B,A,A,A,B,B,A,B,A,A,A,A,B,B,B,A,B,B,A,B,A,A,A,3,8,5,6,8,3,6,5,-5,-1,5,1,,1,moderately,moderately Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,NM,S,M,S,M,M,NM,S,S,NM,M,M,,2.8,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The reasons I chose to pursue an engineering degree are due to the fact that it encompasses topics and skills that I am strong in, teaches other concepts and skills that I am interested in learning, and can lead to a career that pays well and is fascinating. During my primary and secondary education, I found that my skills in math, science, and technical subjects were some of my strongest points, much like other students pursuing engineering. An engineering degree combines all of these ideas, among many others. Over the course of the degree, I will also learn topics that are of interest to me, from programming, to higher level math and physics and design. After considering these ideas, I decided to do research on an engineering career, and found that it not only allows me to pursue my interests, but would potentially allow me to live a very comfortable life style. As a result, I decided to take up an engineering degree.",Learning about topics and skills that interest me,Earning enough money to live comfortably and pursue my interests,Making a positive impact on society,,GA02,GA04,GA03,GA06,GA09,GA07,GA01,GA12,GA05,GA11,GA10,GA08,GA06,GA07,GA02,GA04,GA03,GA05,GA01,GA08,GA11,GA12,GA09,GA10,GA02,GA04,GA03,GA01,GA05,GA09,GA11,GA12,GA07,GA06,GA10,GA08,Y,Y
U,S,S,S,U,U,U,S,U,U,U,U,S,S,R,S,S,3,7,5,2,7,Assimilator,,20,20,N,T,,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,B,B,A,7,2,6,3,L,LA,A,Analytical,,,Y,I'm afraid to make mistakes.,B,B,A,B,A,B,A,A,A,B,B,A,B,A,B,A,A,A,A,B,A,A,A,A,A,B,B,A,B,B,A,A,A,B,A,B,B,B,A,A,B,B,A,A,2,9,8,3,9,2,6,5,-7,5,7,1,,1,moderately,moderately Reflective,,1,moderately,moderately Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,VM,S,NM,NM,S,M,S,S,M,VM,M,S,,3.4,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Manag,Manag,Frust,Frust,Frust,Manag,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Firstly, I'm intersted in industry design, math and physics. Engineering can perfectly combine them. Besides, my family members are all engineers and they encourage me to learn engineering.",The things that I can learn in engineering faculty,My family member,Job,,GA12,GA04,GA07,GA06,GA02,GA03,GA08,GA11,GA10,GA09,GA01,GA05,GA07,GA03,GA02,GA08,GA06,GA04,GA01,GA10,GA09,GA11,GA05,GA12,GA12,GA07,GA06,GA01,GA04,GA02,GA03,GA05,GA08,GA11,GA10,GA09,Y,Y
U,S,S,U,U,S,U,U,S,U,U,U,U,S,U,U,U,1,8,6,2,8,Assimilator,,30,30,Y,T,,B,B,B,B,B,A,B,B,A,A,B,B,B,A,B,B,B,B,4,5,0,9,R,RB,B,Expressive,,,N,,B,A,A,A,B,A,B,B,B,A,A,A,A,B,A,B,A,B,A,A,B,A,B,A,A,A,B,A,B,B,B,A,B,A,B,A,A,A,B,B,B,B,A,B,10,1,2,9,9,2,3,8,9,-7,7,-5,,1,very strongly,very strongly Reflective,,1,moderately,moderately Intuitive,,1,moderately,moderately Verbal,,1,moderately,moderately Global,,VM,M,S,VM,NM,VM,S,NM,M,VM,M,VM,,3.9,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For as long as I can remember, I have always loved problem solving. I would ask my teachers and parents any questions that popped into my head at that moment and I would refuse to give it up until I retrieved an answer/solution. Although I have considered pursuing vocal music or medicine, I decided to choose engineering because I realized that this program can best satisfy my curiosity and satiate my thirst for knowledge. In engineering, I believe I can also best combine my interests in neuroscience and physics with engineering science. New ideas and taking initiative in innovation motivates me to theorize and create, all the things I hope to achieve here at Skule.",Creating unique impacts that affect not just individuals but the world,Being a part of a tight-knit team with a common goal,Making as many connections as possible,,GA09,GA02,GA01,GA04,GA06,GA07,GA10,GA08,GA03,GA05,GA12,GA11,GA01,GA07,GA06,GA08,GA11,GA02,GA04,GA03,GA05,GA09,GA10,GA12,GA01,GA06,GA04,GA02,GA03,GA07,GA05,GA09,GA12,GA10,GA08,GA11,Y,Y
